0.0	Book Cover
（詩 89:27-29）	我也要立他為長子， 為世上最高的君王。我要為他存留我的慈愛，直到永遠； 我與他立的約必要堅定。我也要使他的後裔存到永遠， 使他的寶座如天之久。
（詩 110:1-2）	耶和華對我主說： 你坐在我的右邊， 等我使你仇敵作你的腳凳。耶和華必使你從錫安伸出能力的杖來； 你要在你仇敵中掌權。
（詩 132:17-18）	我要叫大衛的角在那裏發生； 我為我的受膏者預備明燈。我要使他的仇敵披上羞恥； 但他的冠冕要在頭上發光。
（賽 9:6-7）	因有一嬰孩為我們而生； 有一子賜給我們。 政權必擔在他的肩頭上； 他名稱為「奇妙策士、全能的上帝、永在的父、和平的君」。他的政權與平安必加增無窮。 他必在大衛的寶座上治理他的國， 以公平公義使國堅定穩固， 從今直到永遠。 萬軍之耶和華的熱心必成就這事。
（賽 11:2-4）	耶和華的靈必住在他身上， 就是使他有智慧和聰明的靈， 謀略和能力的靈， 知識和敬畏耶和華的靈。他必以敬畏耶和華為樂； 行審判不憑眼見， 斷是非也不憑耳聞；卻要以公義審判貧窮人， 以正直判斷世上的謙卑人， 以口中的杖擊打世界， 以嘴裏的氣殺戮惡人。
（賽 11:10-11）	到那日，耶西的根立作萬民的大旗；外邦人必尋求他，他安息之所大有榮耀。當那日，主必二次伸手救回自己百姓中所餘剩的，就是在亞述、埃及、巴忒羅、古實、以攔、示拿、哈馬，並眾海島所剩下的。
（賽 22:22）	我必將大衛家的鑰匙放在他肩頭上。他開，無人能關；他關，無人能開。
（賽 42:1-4）	看哪，我的僕人－ 我所扶持所揀選、心裏所喜悅的！ 我已將我的靈賜給他； 他必將公理傳給外邦。他不喧嚷，不揚聲， 也不使街上聽見他的聲音。壓傷的蘆葦，他不折斷； 將殘的燈火，他不吹滅。 他憑真實將公理傳開。他不灰心，也不喪膽， 直到他在地上設立公理； 海島都等候他的訓誨。
（賽 44:6）	耶和華－以色列的君， 以色列的救贖主－萬軍之耶和華如此說： 我是首先的，我是末後的； 除我以外再沒有〔真〕神。
（賽 42:6-7）	我－耶和華憑公義召你， 必攙扶你的手，保守你， 使你作眾民的中保〔註：中保：原文是約〕， 作外邦人的光，開瞎子的眼， 領被囚的出牢獄， 領坐黑暗的出監牢。
（賽 53:5）	哪知他為我們的過犯受害， 為我們的罪孽壓傷。 因他受的刑罰，我們得平安； 因他受的鞭傷，我們得醫治。
（賽 53:10-11）	耶和華卻定意〔註：或譯：喜悅〕將他壓傷， 使他受痛苦。 耶和華以他為贖罪祭〔註：或譯：他獻本身為贖罪祭〕。 他必看見後裔，並且延長年日。 耶和華所喜悅的事必在他手中亨通。他必看見自己勞苦的功效， 便心滿意足。 有許多人因認識我的義僕得稱為義； 並且他要擔當他們的罪孽。
（賽 55:5）	你素不認識的國民，你也必召來； 素不認識你的國民也必向你奔跑， 都因耶和華－你的上帝以色列的聖者， 因為他已經榮耀你。
（賽 61:1-2）	主耶和華的靈在我身上； 因為耶和華用膏膏我， 叫我傳好信息給謙卑的人〔註：或譯：傳福音給貧窮的人〕， 差遣我醫好傷心的人， 報告被擄的得釋放， 被囚的出〔監牢〕；報告耶和華的恩年， 和我們上帝報仇的日子； 安慰一切悲哀的人，
（來 4:14-16）	我們既然有一位已經升入高天尊榮的大祭司，就是上帝的兒子耶穌，便當持定所承認的道。因我們的大祭司並非不能體恤我們的軟弱。他也曾凡事受過試探，與我們一樣，只是他沒有犯罪。所以，我們只管坦然無懼地來到施恩的寶座前，為要得憐恤，蒙恩惠，作隨時的幫助。
（耶 23:6）	在他的日子，猶大必得救，以色列也安然居住。他的名必稱為『耶和華－我們的義』。」
（耶 33:22）	天上的萬象不能數算，海邊的塵沙也不能斗量；我必照樣使我僕人大衛的後裔和事奉我的利未人多起來。」
（結 1:26）	在他們頭以上的穹蒼之上有寶座的形像，彷彿藍寶石；在寶座形像以上有彷彿人的形狀。
（結 1:28）	下雨的日子，雲中虹的形狀怎樣，周圍光輝的形狀也是怎樣。 這就是耶和華榮耀的形像。我一看見就俯伏在地，又聽見一位說話的聲音。
（結 34:23）	我必立一牧人照管他們，牧養他們，就是我的僕人大衛。他必牧養他們，作他們的牧人。
（結 37:24）	「我的僕人大衛必作他們的王；眾民必歸一個牧人。他們必順從我的典章，謹守遵行我的律例。
（何 3:5）	後來以色列人必歸回〔註：或譯：回心轉意〕，尋求他們的上帝－耶和華和他們的王大衛。在末後的日子，必以敬畏的心歸向耶和華，領受他的恩惠。
（但 7:13-14）	我在夜間的異象中觀看， 見有一位像人子的， 駕着天雲而來， 被領到亙古常在者面前，得了權柄、榮耀、國度， 使各方、各國、各族的人都事奉他。 他的權柄是永遠的，不能廢去； 他的國必不敗壞。
（彌 5:2）	伯利恆的以法他啊， 你在猶大諸城中為小， 將來必有一位從你那裏出來， 在以色列中為我作掌權的； 他的根源從亙古，從太初就有。
（彌 5:4-5）	他必起來，倚靠耶和華的大能， 並耶和華－他上帝之名的威嚴， 牧養〔他的羊群〕。 他們要〔安然〕居住； 因為他必日見尊大，直到地極。這位必作〔我們的〕平安。 當亞述人進入我們的地境， 踐踏宮殿的時候， 我們就立起七個牧者， 八個首領攻擊他。
（亞 12:10）	「我必將那施恩叫人懇求的靈，澆灌大衛家和耶路撒冷的居民。他們必仰望我〔註：或譯：他；本節同〕，就是他們所扎的；必為我悲哀，如喪獨生子，又為我愁苦，如喪長子。
（雅 2:1）	我的弟兄們，你們信奉我們榮耀的主耶穌基督，便不可按着外貌待人。
（西 3:4）	基督是我們的生命，他顯現的時候，你們也要與他一同顯現在榮耀裏。
（可 10:45）	因為人子來，並不是要受人的服事，乃是要服事人，並且要捨命作多人的贖價。」
（路 1:32）	他要為大，稱為至高者的兒子；主上帝要把他祖大衛的位給他。
（路 19:10）	人子來，為要尋找、拯救失喪的人。」
（路 22:69）	從今以後，人子要坐在上帝權能的右邊。」
（約 1:14）	道成了肉身，住在我們中間，充充滿滿地有恩典有真理。我們也見過他的榮光，正是父獨生子的榮光。
（約 5:19）	耶穌對他們說：「我實實在在地告訴你們，子憑着自己不能做甚麼，惟有看見父所做的，子才能做；父所做的事，子也照樣做。
（約 10:11）	我是好牧人；好牧人為羊捨命。
（約 10:14-15）	我是好牧人；我認識我的羊，我的羊也認識我，正如父認識我，我也認識父一樣；並且我為羊捨命。
（徒 2:23）	他既按着上帝的定旨先見被交與人，你們就藉着無法之人的手，把他釘在十字架上，殺了。
（徒 4:12）	除他以外，別無拯救；因為在天下人間，沒有賜下別的名，我們可以靠着得救。」
（徒 10:38）	上帝怎樣以聖靈和能力膏拿撒勒人耶穌，這都是你們知道的。他周流四方，行善事，醫好凡被魔鬼壓制的人，因為上帝與他同在。
（加 1:3-4）	願恩惠、平安從父上帝與我們的主耶穌基督歸與你們！基督照我們父上帝的旨意，為我們的罪捨己，要救我們脫離這罪惡的世代。
（腓 2:9-11）	所以，上帝將他升為至高， 又賜給他那超乎萬名之上的名，叫一切在天上的、地上的，和地底下的， 因耶穌的名無不屈膝，無不口稱「耶穌基督為主」， 使榮耀歸與父上帝。
（西 2:2-3）	要叫他們的心得安慰，因愛心互相聯絡，以致豐豐足足在悟性中有充足的信心，使他們真知上帝的奧祕，就是基督；所積蓄的一切智慧知識，都在他裏面藏着。
（多 2:13-14）	等候所盼望的福，並等候至大的上帝和我們〔註：或譯：上帝－我們〕救主耶穌基督的榮耀顯現。他為我們捨了自己，要贖我們脫離一切罪惡，又潔淨我們，特作自己的子民，熱心為善。
（來 1:8）	論到子卻說： 上帝啊，你的寶座是永永遠遠的； 你的國權是正直的。
（來 2:10）	原來那為萬物所屬、為萬物所本的，要領許多的兒子進榮耀裏去，使救他們的元帥，因受苦難得以完全，本是合宜的。
（來 2:16-18）	他並不救拔天使，乃是救拔亞伯拉罕的後裔。所以，他凡事該與他的弟兄相同，為要在上帝的事上成為慈悲忠信的大祭司，為百姓的罪獻上挽回祭。他自己既然被試探而受苦，就能搭救被試探的人。
（來 4:14-15）	我們既然有一位已經升入高天尊榮的大祭司，就是上帝的兒子耶穌，便當持定所承認的道。因我們的大祭司並非不能體恤我們的軟弱。他也曾凡事受過試探，與我們一樣，只是他沒有犯罪。
（來 5:7-9）	基督在肉體的時候，既大聲哀哭，流淚禱告，懇求那能救他免死的主，就因他的虔誠蒙了應允。他雖然為兒子，還是因所受的苦難學了順從。他既得以完全，就為凡順從他的人成了永遠得救的根源，
（來 7:16）	他成為祭司，並不是照屬肉體的條例，乃是照無窮〔註：原文是不能毀壞〕之生命的大能。
（來 7:25）	凡靠着他進到上帝面前的人，他都能拯救到底；因為他是長遠活着，替他們祈求。
（來 9:14）	何況基督藉着永遠的靈，將自己無瑕無疵獻給上帝，他的血豈不更能洗淨你們的心〔註：原文是良心〕，除去你們的死行，使你們事奉那永生上帝嗎？
（來 10:12-13）	但基督獻了一次永遠的贖罪祭，就在上帝的右邊坐下了。從此，等候他仇敵成了他的腳凳。
（約一 2:2）	他為我們的罪作了挽回祭，不是單為我們的罪，也是為普天下人的罪。
（啟 1:5）	並那誠實作見證的、從死裏首先復活、為世上君王元首的耶穌基督，有恩惠、平安歸與你們！ 他愛我們，用自己的血使我們脫離〔註：有古卷：洗去〕罪惡，
（啟 1:16）	他右手拿着七星，從他口中出來一把兩刃的利劍；面貌如同烈日放光。
（啟 1:18）	又是那存活的；我曾死過，現在又活了，直活到永永遠遠；並且拿着死亡和陰間的鑰匙。
（啟 5:4-7）	因為沒有配展開、配觀看那書卷的，我就大哭。長老中有一位對我說：「不要哭！看哪，猶大支派中的獅子，大衛的根，他已得勝，能以展開那書卷，揭開那七印。」我又看見寶座與四活物，並長老之中有羔羊站立，像是被殺過的，有七角七眼，就是上帝的七靈，奉差遣往普天下去的。這羔羊前來，從坐寶座的右手裏拿了書卷。
（啟 5:9）	他們唱新歌，說： 你配拿書卷， 配揭開七印； 因為你曾被殺， 用自己的血 從各族、各方、各民、各國中買了人來， 叫他們歸於上帝，
（啟 5:12-13）	大聲說： 曾被殺的羔羊是配得 權柄、豐富、智慧、能力、 尊貴、榮耀、頌讚的。我又聽見在天上、地上、地底下、滄海裏，和天地間一切所有被造之物，都說： 但願頌讚、尊貴、榮耀、權勢 都歸給坐寶座的和羔羊， 直到永永遠遠！
（啟 19:16）	在他衣服和大腿上有名寫着說：「萬王之王，萬主之主。」
（啟 21:22-23）	我未見城內有殿，因主上帝－全能者和羔羊為城的殿。那城內又不用日月光照；因有上帝的榮耀光照，又有羔羊為城的燈。
