（赛 64:7）	并且无人求告你的名； 无人奋力抓住你。 原来你掩面不顾我们， 使我们因罪孽消化。
（赛 44:6）	耶和华－以色列的君， 以色列的救赎主－万军之耶和华如此说： 我是首先的，我是末后的； 除我以外再没有〔真〕神。
（赛 42:6-7）	我－耶和华凭公义召你， 必搀扶你的手，保守你， 使你作众民的中保〔注：中保：原文是约〕， 作外邦人的光，开瞎子的眼， 领被囚的出牢狱， 领坐黑暗的出监牢。
（赛 53:5）	哪知他为我们的过犯受害， 为我们的罪孽压伤。 因他受的刑罚，我们得平安； 因他受的鞭伤，我们得医治。
（赛 53:10-11）	耶和华却定意〔注：或译：喜悦〕将他压伤， 使他受痛苦。 耶和华以他为赎罪祭〔注：或译：他献本身为赎罪祭〕。 他必看见后裔，并且延长年日。 耶和华所喜悦的事必在他手中亨通。他必看见自己劳苦的功效， 便心满意足。 有许多人因认识我的义仆得称为义； 并且他要担当他们的罪孽。
（赛 55:5）	你素不认识的国民，你也必召来； 素不认识你的国民也必向你奔跑， 都因耶和华－你的上帝以色列的圣者， 因为他已经荣耀你。
（赛 61:1-2）	主耶和华的灵在我身上； 因为耶和华用膏膏我， 叫我传好信息给谦卑的人〔注：或译：传福音给贫穷的人〕， 差遣我医好伤心的人， 报告被掳的得释放， 被囚的出〔监牢〕；报告耶和华的恩年， 和我们上帝报仇的日子； 安慰一切悲哀的人，
（来 4:14-16）	我们既然有一位已经升入高天尊荣的大祭司，就是上帝的儿子耶稣，便当持定所承认的道。因我们的大祭司并非不能体恤我们的软弱。他也曾凡事受过试探，与我们一样，只是他没有犯罪。所以，我们只管坦然无惧地来到施恩的宝座前，为要得怜恤，蒙恩惠，作随时的帮助。
（耶 23:6）	在他的日子，犹大必得救，以色列也安然居住。他的名必称为『耶和华－我们的义』。」
（耶 33:22）	天上的万象不能数算，海边的尘沙也不能斗量；我必照样使我仆人大卫的后裔和事奉我的利未人多起来。」
（结 1:26）	在他们头以上的穹苍之上有宝座的形像，仿佛蓝宝石；在宝座形像以上有仿佛人的形状。
（结 1:28）	下雨的日子，云中虹的形状怎样，周围光辉的形状也是怎样。 这就是耶和华荣耀的形像。我一看见就俯伏在地，又听见一位说话的声音。
（结 34:23）	我必立一牧人照管他们，牧养他们，就是我的仆人大卫。他必牧养他们，作他们的牧人。
（结 37:24）	「我的仆人大卫必作他们的王；众民必归一个牧人。他们必顺从我的典章，谨守遵行我的律例。
（何 3:5）	后来以色列人必归回〔注：或译：回心转意〕，寻求他们的上帝－耶和华和他们的王大卫。在末后的日子，必以敬畏的心归向耶和华，领受他的恩惠。
（但 7:13-14）	我在夜间的异象中观看， 见有一位像人子的， 驾着天云而来， 被领到亘古常在者面前，得了权柄、荣耀、国度， 使各方、各国、各族的人都事奉他。 他的权柄是永远的，不能废去； 他的国必不败坏。
（弥 5:2）	伯利恒的以法他啊， 你在犹大诸城中为小， 将来必有一位从你那里出来， 在以色列中为我作掌权的； 他的根源从亘古，从太初就有。
（弥 5:4-5）	他必起来，倚靠耶和华的大能， 并耶和华－他上帝之名的威严， 牧养〔他的羊群〕。 他们要〔安然〕居住； 因为他必日见尊大，直到地极。这位必作〔我们的〕平安。 当亚述人进入我们的地境， 践踏宫殿的时候， 我们就立起七个牧者， 八个首领攻击他。
（亚 12:10）	「我必将那施恩叫人恳求的灵，浇灌大卫家和耶路撒冷的居民。他们必仰望我〔注：或译：他；本节同〕，就是他们所扎的；必为我悲哀，如丧独生子，又为我愁苦，如丧长子。
（雅 2:1）	我的弟兄们，你们信奉我们荣耀的主耶稣基督，便不可按着外貌待人。
（西 3:4）	基督是我们的生命，他显现的时候，你们也要与他一同显现在荣耀里。
（可 10:45）	因为人子来，并不是要受人的服事，乃是要服事人，并且要舍命作多人的赎价。」
（路 1:32）	他要为大，称为至高者的儿子；主上帝要把他祖大卫的位给他。
（路 19:10）	人子来，为要寻找、拯救失丧的人。」
（路 22:69）	从今以后，人子要坐在上帝权能的右边。」
（约 1:14）	道成了肉身，住在我们中间，充充满满地有恩典有真理。我们也见过他的荣光，正是父独生子的荣光。
（约 5:19）	耶稣对他们说：「我实实在在地告诉你们，子凭着自己不能做什么，惟有看见父所做的，子才能做；父所做的事，子也照样做。
（约 10:11）	我是好牧人；好牧人为羊舍命。
（约 10:14-15）	我是好牧人；我认识我的羊，我的羊也认识我，正如父认识我，我也认识父一样；并且我为羊舍命。
（徒 2:23）	他既按着上帝的定旨先见被交与人，你们就藉着无法之人的手，把他钉在十字架上，杀了。
（徒 4:12）	除他以外，别无拯救；因为在天下人间，没有赐下别的名，我们可以靠着得救。」
（徒 10:38）	上帝怎样以圣灵和能力膏拿撒勒人耶稣，这都是你们知道的。他周流四方，行善事，医好凡被魔鬼压制的人，因为上帝与他同在。
（加 1:3-4）	愿恩惠、平安从父上帝与我们的主耶稣基督归与你们！基督照我们父上帝的旨意，为我们的罪舍己，要救我们脱离这罪恶的世代。
（腓 2:9-11）	所以，上帝将他升为至高， 又赐给他那超乎万名之上的名，叫一切在天上的、地上的，和地底下的， 因耶稣的名无不屈膝，无不口称「耶稣基督为主」， 使荣耀归与父上帝。
（西 2:2-3）	要叫他们的心得安慰，因爱心互相联络，以致丰丰足足在悟性中有充足的信心，使他们真知上帝的奥祕，就是基督；所积蓄的一切智慧知识，都在他里面藏着。
（多 2:13-14）	等候所盼望的福，并等候至大的上帝和我们〔注：或译：上帝－我们〕救主耶稣基督的荣耀显现。他为我们舍了自己，要赎我们脱离一切罪恶，又洁净我们，特作自己的子民，热心为善。
（来 1:8）	论到子却说： 上帝啊，你的宝座是永永远远的； 你的国权是正直的。
（来 2:10）	原来那为万物所属、为万物所本的，要领许多的儿子进荣耀里去，使救他们的元帅，因受苦难得以完全，本是合宜的。
（来 2:16-18）	他并不救拔天使，乃是救拔亚伯拉罕的后裔。所以，他凡事该与他的弟兄相同，为要在上帝的事上成为慈悲忠信的大祭司，为百姓的罪献上挽回祭。他自己既然被试探而受苦，就能搭救被试探的人。
（来 4:14-15）	我们既然有一位已经升入高天尊荣的大祭司，就是上帝的儿子耶稣，便当持定所承认的道。因我们的大祭司并非不能体恤我们的软弱。他也曾凡事受过试探，与我们一样，只是他没有犯罪。
（来 5:7-9）	基督在肉体的时候，既大声哀哭，流泪祷告，恳求那能救他免死的主，就因他的虔诚蒙了应允。他虽然为儿子，还是因所受的苦难学了顺从。他既得以完全，就为凡顺从他的人成了永远得救的根源，
（来 7:16）	他成为祭司，并不是照属肉体的条例，乃是照无穷〔注：原文是不能毁坏〕之生命的大能。
（来 7:25）	凡靠着他进到上帝面前的人，他都能拯救到底；因为他是长远活着，替他们祈求。
（来 9:14）	何况基督藉着永远的灵，将自己无瑕无疵献给上帝，他的血岂不更能洗净你们的心〔注：原文是良心〕，除去你们的死行，使你们事奉那永生上帝吗？
（来 10:12-13）	但基督献了一次永远的赎罪祭，就在上帝的右边坐下了。从此，等候他仇敌成了他的脚凳。
（约一 2:2）	他为我们的罪作了挽回祭，不是单为我们的罪，也是为普天下人的罪。
（启 1:5）	并那诚实作见证的、从死里首先复活、为世上君王元首的耶稣基督，有恩惠、平安归与你们！ 他爱我们，用自己的血使我们脱离〔注：有古卷：洗去〕罪恶，
（启 1:16）	他右手拿着七星，从他口中出来一把两刃的利剑；面貌如同烈日放光。
（启 1:18）	又是那存活的；我曾死过，现在又活了，直活到永永远远；并且拿着死亡和阴间的钥匙。
（启 5:4-7）	因为没有配展开、配观看那书卷的，我就大哭。长老中有一位对我说：「不要哭！看哪，犹大支派中的狮子，大卫的根，他已得胜，能以展开那书卷，揭开那七印。」我又看见宝座与四活物，并长老之中有羔羊站立，像是被杀过的，有七角七眼，就是上帝的七灵，奉差遣往普天下去的。这羔羊前来，从坐宝座的右手里拿了书卷。
（启 5:9）	他们唱新歌，说： 你配拿书卷， 配揭开七印； 因为你曾被杀， 用自己的血 从各族、各方、各民、各国中买了人来， 叫他们归于上帝，
（启 5:12-13）	大声说： 曾被杀的羔羊是配得 权柄、丰富、智慧、能力、 尊贵、荣耀、颂赞的。我又听见在天上、地上、地底下、沧海里，和天地间一切所有被造之物，都说： 但愿颂赞、尊贵、荣耀、权势 都归给坐宝座的和羔羊， 直到永永远远！
（启 19:16）	在他衣服和大腿上有名写着说：「万王之王，万主之主。」
（启 21:22-23）	我未见城内有殿，因主上帝－全能者和羔羊为城的殿。那城内又不用日月光照；因有上帝的荣耀光照，又有羔羊为城的灯。
（罗 1:20）	自从造天地以来，上帝的永能和神性是明明可知的，虽是眼不能见，但藉着所造之物就可以晓得，叫人无可推诿。
（林前 8:6）	然而我们只有一位上帝，就是父－万物都本于他；我们也归于他－并有一位主，就是耶稣基督－万物都是藉着他有的；我们也是藉着他有的。
（但 7:9-10）	我观看， 见有宝座设立， 上头坐着亘古常在者。 他的衣服洁白如雪， 头发如纯净的羊毛。 宝座乃火焰， 其轮乃烈火。从他面前有火，像河发出； 事奉他的有千千， 在他面前侍立的有万万； 他坐着要行审判， 案卷都展开了。
（但 4:17）	这是守望者所发的命，圣者所出的令，好叫世人知道至高者在人的国中掌权，要将国赐与谁就赐与谁，〔或〕立极卑微的人执掌国权。』
（但 4:35）	世上所有的居民都算为虚无； 在天上的万军和世上的居民中， 他都凭自己的意旨行事。 无人能拦住他手， 或问他说，你做什么呢？
（罗 11:32-36）	因为上帝将众人都圈在不顺服之中，特意要怜恤众人。深哉，上帝丰富的智慧和知识！ 他的判断何其难测！ 他的踪迹何其难寻！谁知道主的心？ 谁作过他的谋士呢？谁是先给了他， 使他后来偿还呢？因为万有都是本于他， 倚靠他，归于他。 愿荣耀归给他，直到永远。阿们！
